business_id,neg_words,neg_count,pos_words,pos_count,all_mention,review_count,word_count
101145,"['sour', 'smaller', 'smaller', 'NOT_enough', 'cold', 'cold', 'cold', 'cold', 'cold', 'old', 'cold', 'NOT_great', 'cold', 'pricey', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'sour', 'cold', 'wrong', 'usual', 'low']",27,"['better', 'good', 'decent', 'great', 'good', 'great', 'good', 'great', 'good', 'special', 'good', 'decent', 'good', 'full', 'great', 'great', 'good', 'good', 'better', 'great', 'good', 'great', 'great', 'great', 'full', 'super', 'great', 'good', 'great', 'good', 'great', 'great', 'standard', 'good', 'nice', 'full', 'well', 'good', 'warm', 'serious', 'warm', 'fair', 'great', 'great', 'good', 'great', 'warm', 'sweet', 'decent', 'standard', 'good', 'huge', 'great', 'great', 'good', 'great', 'cheap', 'great', 'great', 'real', 'good', 'huge', 'great', 'great', 'great', 'good', 'good', 'great', 'standard', 'great', 'great', 'good', 'great', 'better', 'better', 'full', 'nice', 'good', 'great', 'great', 'great', 'great', 'rare', 'great', 'warm', 'great', 'quick', 'free', 'good', 'great', 'huge', 'good', 'good', 'great', 'great', 'good', 'great', 'sure', 'great', 'free', 'great', 'great', 'fun', 'good', 'great', 'good', 'huge']",107,134,549,53181
135052,"['usual', 'flat', 'cold', 'wrong', 'NOT_sure', 'flat', 'flat', 'old', 'sick', 'cold', 'blah', 'smaller', 'flat', 'NOT_cheap']",14,"['good', 'decent', 'great', 'decent', 'cheap', 'sure', 'great', 'good', 'decent', 'decent', 'standard', 'full', 'good', 'special', 'serious', 'great', 'good', 'great', 'huge', 'huge', 'good', 'good', 'decent', 'decent', 'real', 'free', 'great', 'super', 'good', 'good', 'good', 'great', 'good', 'great', 'good', 'good', 'free', 'huge', 'proper', 'great', 'better', 'best', 'decent', 'good', 'great', 'special', 'giant', 'well', 'great', 'better', 'great', 'good', 'great', 'nice', 'better', 'great', 'full', 'good', 'nice', 'cheap', 'better', 'huge', 'great', 'huge', 'nice', 'great', 'great', 'good', 'great', 'rare', 'best', 'great', 'superior', 'great', 'good', 'real', 'well', 'great', 'best', 'super', 'good', 'good', 'great', 'special', 'great', 'nice', 'good', 'super', 'real', 'real', 'good', 'good', 'cool', 'huge', 'nice', 'great', 'well', 'great', 'well', 'cheap', 'well', 'good', 'great', 'best', 'fair', 'rare', 'good', 'good', 'good', 'good', 'good', 'legit', 'perfect']",113,127,621,74132
100816,"['cold', 'flat', 'cold', 'ultra', 'cold', 'sour', 'cold', 'cold', 'sour', 'NOT_sure', 'sour', 'cold', 'cold']",13,"['superior', 'great', 'good', 'great', 'good', 'good', 'huge', 'great', 'well', 'great', 'enough', 'great', 'great', 'great', 'special', 'epic', 'good', 'full', 'huge', 'great', 'great', 'good', 'great', 'good', 'good', 'fun', 'great', 'great', 'good', 'great', 'great', 'great', 'best', 'great', 'great', 'good', 'great', 'thick', 'cool', 'great', 'great', 'super', 'great', 'huge', 'great', 'huge', 'huge', 'huge', 'good', 'good', 'great', 'quick', 'great', 'good', 'good', 'good', 'decent', 'fun', 'great', 'great', 'free', 'huge', 'good', 'great', 'warm', 'great', 'good', 'warm', 'clean', 'free', 'good', 'great', 'great', 'great', 'full', 'well', 'particular', 'good', 'great', 'super', 'endless', 'great', 'pleasant', 'great', 'standard', 'standard', 'great', 'great', 'fresh', 'better', 'best', 'great', 'great', 'good', 'good', 'endless', 'fun', 'great', 'good', 'great', 'great', 'huge', 'great', 'good', 'good', 'huge', 'great', 'great']",108,121,1029,98797
51946,"['bitter', 'wrong', 'sour', 'small', 'sour', 'bad', 'sour', 'old', 'sour', 'sour', 'flat', 'NOT_vast', 'cold', 'cold']",14,"['great', 'well', 'well', 'good', 'great', 'special', 'nice', 'well', 'great', 'perfect', 'good', 'great', 'great', 'decent', 'good', 'good', 'fair', 'good', 'best', 'great', 'great', 'good', 'best', 'huge', 'decent', 'good', 'good', 'great', 'great', 'good', 'nice', 'good', 'popular', 'nice', 'great', 'giant', 'well', 'great', 'good', 'great', 'great', 'nice', 'good', 'great', 'great', 'great', 'legit', 'great', 'great', 'great', 'great', 'cool', 'decent', 'nice', 'huge', 'great', 'better', 'great', 'great', 'good', 'special', 'great', 'cool', 'best', 'great', 'special', 'well', 'best', 'good', 'nice', 'great', 'good', 'great', 'great', 'great', 'good', 'great', 'sure', 'perfect', 'warm', 'good', 'great', 'great', 'super', 'great', 'good', 'great', 'nice', 'fun', 'great', 'good', 'well', 'good', 'great', 'good', 'good', 'good', 'great', 'nice']",99,113,1211,132977
35192,"['usual', 'poor', 'cold', 'NOT_enough', 'sour', 'NOT_good', 'pricey', 'small', 'cold']",9,"['best', 'well', 'perfect', 'nice', 'full', 'super', 'good', 'good', 'good', 'great', 'great', 'great', 'great', 'great', 'great', 'good', 'great', 'great', 'great', 'great', 'great', 'great', 'great', 'good', 'well', 'good', 'great', 'great', 'rare', 'better', 'decent', 'great', 'perfect', 'good', 'great', 'great', 'good', 'good', 'great', 'sweet', 'good', 'great', 'cool', 'good', 'great', 'good', 'decent', 'popular', 'good', 'great', 'great', 'good', 'good', 'great', 'good', 'free', 'good', 'great', 'great', 'good', 'great', 'great', 'well', 'great', 'fine', 'nice', 'good', 'great', 'good', 'great', 'good', 'cool', 'cool', 'great', 'nice', 'free', 'great', 'great', 'good', 'well', 'great', 'great', 'good', 'great', 'great', 'good', 'great', 'great', 'great', 'decent', 'great', 'clean', 'well', 'decent', 'nice', 'great', 'great', 'good', 'good', 'great', 'great', 'great']",102,111,967,116578
146536,"['cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'gimmick', 'gimmick', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'usual', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold']",53,"['great', 'good', 'sure', 'great', 'top', 'good', 'huge', 'clean', 'super', 'great', 'great', 'giant', 'cool', 'full', 'good', 'super', 'good', 'great', 'best', 'super', 'top', 'decent', 'casual', 'nice', 'good', 'great', 'better', 'great', 'decent', 'super', 'well', 'special', 'nice', 'good', 'descent', 'better', 'cheap', 'good', 'good', 'good', 'good', 'good', 'scrumptious', 'great', 'best', 'great', 'cheap', 'good', 'special', 'serious', 'great', 'full', 'good', 'good', 'fun', 'good']",56,109,560,48473
30985,"['pricey', 'cold', 'sour', 'sour', 'NOT_cheap', 'small', 'small', 'sour', 'cold', 'cold', 'pricey', 'sour', 'damn', 'NOT_good', 'cold', 'cold']",16,"['perfect', 'best', 'good', 'great', 'good', 'good', 'great', 'great', 'good', 'good', 'cool', 'well', 'great', 'good', 'nice', 'great', 'real', 'good', 'free', 'great', 'best', 'great', 'great', 'great', 'great', 'perfect', 'avid', 'good', 'good', 'great', 'good', 'great', 'decent', 'decent', 'good', 'good', 'great', 'good', 'great', 'better', 'great', 'great', 'better', 'perfect', 'good', 'nice', 'good', 'huge', 'great', 'great', 'great', 'good', 'great', 'real', 'good', 'well', 'good', 'good', 'great', 'great', 'huge', 'great', 'great', 'good', 'great', 'great', 'top', 'great', 'nice', 'great', 'good', 'great', 'well', 'good', 'great', 'well', 'best', 'fun', 'good', 'top', 'great', 'great', 'great']",83,99,367,38417
135546,['NOT_cheap'],1,"['giant', 'huge', 'giant', 'giant', 'giant', 'huge', 'super', 'cool', 'giant', 'good', 'giant', 'free', 'giant', 'giant', 'giant', 'giant', 'giant', 'giant', 'giant', 'good', 'giant', 'giant', 'great', 'giant', 'giant', 'giant', 'giant', 'giant', 'fun', 'giant', 'huge', 'giant', 'giant', 'great', 'giant', 'huge', 'giant', 'giant', 'giant', 'fun', 'giant', 'giant', 'better', 'giant', 'giant', 'giant', 'great', 'giant', 'giant', 'giant', 'giant', 'huge', 'fun', 'giant', 'giant', 'decent', 'giant', 'huge', 'good', 'giant', 'giant', 'free', 'giant', 'good', 'giant', 'giant', 'giant', 'huge', 'giant', 'giant', 'giant', 'giant', 'well', 'better', 'good', 'giant', 'giant', 'giant', 'serious', 'giant', 'giant', 'giant', 'giant', 'giant', 'giant', 'giant', 'giant', 'giant', 'giant', 'giant', 'giant']",91,92,700,77796
93865,"['old', 'cold', 'cold', 'flat', 'smaller', 'cold', 'cold', 'cold', 'bad', 'cold', 'cold', 'cold', 'cold', 'wrong', 'NOT_good', 'cold', 'cold', 'NOT_huge']",18,"['good', 'great', 'umami', 'umami', 'top', 'great', 'nice', 'umami', 'sure', 'great', 'umami', 'good', 'free', 'umami', 'good', 'great', 'umami', 'nice', 'great', 'good', 'good', 'free', 'free', 'good', 'good', 'great', 'special', 'great', 'pure', 'nice', 'decent', 'umami', 'great', 'great', 'great', 'great', 'good', 'good', 'super', 'good', 'warm', 'best', 'umami', 'great', 'free', 'good', 'neat', 'free', 'good', 'great', 'good', 'umami', 'great', 'umami', 'special', 'special', 'quick', 'great', 'huge', 'free', 'great', 'huge', 'perfect', 'great', 'great', 'top', 'top', 'good', 'umami', 'umami', 'umami']",71,89,1056,102396
43830,"['cold', 'cold', 'thin', 'cold', 'NOT_great']",5,"['good', 'good', 'well', 'good', 'good', 'free', 'generous', 'nice', 'full', 'good', 'free', 'great', 'modern', 'great', 'great', 'good', 'great', 'good', 'good', 'nice', 'cool', 'great', 'huge', 'quick', 'great', 'good', 'great', 'great', 'good', 'decent', 'superb', 'good', 'nice', 'great', 'good', 'good', 'special', 'great', 'good', 'top', 'well', 'sure', 'super', 'great', 'great', 'great', 'special', 'great', 'special', 'great', 'perfect', 'nice', 'good', 'great', 'decent', 'good', 'good', 'great', 'free', 'great', 'good', 'cool', 'great', 'warm', 'great', 'great', 'best', 'special', 'best', 'good', 'great', 'good', 'good', 'perfect', 'great', 'decent', 'great', 'great']",78,83,680,81867
90215,"['neon', 'cold', 'low']",3,"['top', 'free', 'premium', 'great', 'great', 'huge', 'great', 'great', 'great', 'good', 'huge', 'special', 'special', 'great', 'great', 'best', 'legit', 'great', 'decent', 'huge', 'great', 'huge', 'great', 'great', 'great', 'great', 'great', 'great', 'stellar', 'great', 'great', 'great', 'good', 'special', 'great', 'top', 'good', 'good', 'good', 'free', 'best', 'great', 'great', 'best', 'special', 'special', 'good', 'top', 'great', 'great', 'best', 'rare', 'huge', 'best', 'good', 'great', 'great', 'best', 'great', 'free', 'super', 'great', 'great', 'better', 'fav', 'great', 'great', 'great', 'good', 'good', 'great', 'great', 'good', 'good', 'top', 'better', 'best', 'great', 'special', 'great']",80,83,259,26439
96741,"['flat', 'cold', 'wrong', 'wrong', 'sour', 'NOT_good', 'old', 'shit', 'shit', 'NOT_cheap']",10,"['special', 'great', 'nice', 'fun', 'great', 'great', 'great', 'decent', 'great', 'nice', 'good', 'huge', 'special', 'great', 'special', 'good', 'good', 'fun', 'great', 'fun', 'great', 'better', 'decent', 'great', 'great', 'cool', 'cool', 'fair', 'well', 'free', 'huge', 'great', 'huge', 'free', 'cool', 'giant', 'great', 'great', 'good', 'decent', 'great', 'best', 'giant', 'full', 'good', 'cool', 'good', 'huge', 'well', 'warm', 'decent', 'great', 'great', 'good', 'better', 'great', 'better', 'fun', 'great', 'good', 'good', 'special', 'good', 'good', 'great', 'great', 'great', 'good', 'fun', 'great', 'great']",71,81,516,57236
86095,['bitter'],1,"['great', 'free', 'great', 'good', 'best', 'great', 'great', 'great', 'great', 'great', 'good', 'well', 'well', 'good', 'great', 'great', 'great', 'good', 'decent', 'strong', 'great', 'great', 'good', 'good', 'great', 'best', 'great', 'great', 'great', 'enough', 'good', 'great', 'best', 'great', 'great', 'great', 'good', 'great', 'fresh', 'great', 'good', 'good', 'great', 'great', 'good', 'real', 'great', 'sure', 'fresh', 'great', 'great', 'great', 'good', 'good', 'good', 'great', 'top', 'sure', 'great', 'good', 'better', 'good', 'great', 'great', 'great', 'good', 'great', 'well', 'great', 'good', 'good', 'great', 'casual', 'great', 'great', 'better', 'better', 'good', 'good']",79,80,214,18794
18832,"['NOT_sure', 'usual', 'cold', 'cold', 'usual', 'usual', 'pale', 'cold']",8,"['well', 'decent', 'good', 'special', 'special', 'great', 'popular', 'great', 'good', 'good', 'good', 'good', 'great', 'good', 'great', 'great', 'good', 'great', 'fine', 'good', 'great', 'great', 'great', 'great', 'good', 'good', 'enough', 'great', 'good', 'great', 'good', 'good', 'nice', 'huge', 'great', 'best', 'great', 'good', 'well', 'good', 'great', 'good', 'nice', 'great', 'great', 'great', 'worth', 'good', 'fresh', 'top', 'good', 'good', 'good', 'great', 'good', 'great', 'great', 'great', 'fun', 'popular', 'perfect', 'great', 'decent', 'great', 'great', 'good', 'great', 'good', 'fun', 'good', 'great']",71,79,1169,123368
184061,"['low', 'cold', 'low', 'random', 'cold', 'cold', 'cold', 'old', 'lame', 'cold', 'NOT_cheap', 'flat', 'flat']",13,"['best', 'free', 'nice', 'good', 'good', 'great', 'good', 'great', 'great', 'great', 'nice', 'cheap', 'nice', 'good', 'great', 'decent', 'great', 'great', 'best', 'good', 'best', 'free', 'good', 'good', 'great', 'well', 'good', 'good', 'good', 'decent', 'good', 'good', 'good', 'huge', 'great', 'good', 'great', 'fun', 'quaint', 'great', 'huge', 'great', 'nice', 'good', 'great', 'decent', 'great', 'best', 'good', 'nice', 'good', 'decent', 'great', 'good', 'great', 'nice', 'great', 'good', 'fresh', 'nice', 'good', 'great', 'good', 'great', 'huge']",65,78,451,53049
130178,"['cold', 'cold', 'flat', 'cold', 'cold', 'bad', 'cold', 'wrong', 'wrong', 'wrong', 'wrong', 'cold', 'cold', 'cold', 'cold', 'NOT_best', 'cold', 'cold', 'cold', 'cold']",20,"['legit', 'great', 'great', 'great', 'good', 'great', 'nice', 'warm', 'good', 'well', 'nice', 'great', 'quick', 'good', 'nice', 'good', 'best', 'fun', 'decent', 'fair', 'sure', 'good', 'great', 'super', 'popular', 'good', 'free', 'well', 'decent', 'sure', 'fine', 'good', 'nice', 'free', 'full', 'best', 'good', 'good', 'good', 'good', 'good', 'free', 'nice', 'great', 'decent', 'decent', 'good', 'cool']",48,68,3284,347910
66129,"['cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'NOT_good']",9,"['special', 'nice', 'special', 'great', 'great', 'great', 'decent', 'decent', 'good', 'nice', 'warm', 'warm', 'warm', 'warm', 'warm', 'great', 'decent', 'great', 'well', 'well', 'huge', 'worth', 'great', 'good', 'good', 'great', 'decent', 'good', 'great', 'cool', 'good', 'great', 'nice', 'thick', 'good', 'well', 'great', 'great', 'great', 'great', 'special', 'supberb', 'good', 'great', 'special', 'well', 'good', 'good', 'great', 'great', 'great', 'special', 'special', 'decent']",54,63,542,62047
132337,"['old', 'cold', 'sour', 'cold', 'sour', 'sour', 'cold', 'stale', 'NOT_worth', 'sour', 'old']",11,"['great', 'good', 'good', 'best', 'great', 'well', 'great', 'great', 'great', 'good', 'great', 'good', 'nice', 'best', 'great', 'great', 'great', 'good', 'good', 'great', 'great', 'good', 'great', 'good', 'huge', 'real', 'great', 'great', 'great', 'huge', 'huge', 'free', 'great', 'nice', 'great', 'best', 'quick', 'good', 'great', 'particular', 'great', 'good', 'great', 'decent', 'cool', 'cheap', 'standard', 'nice', 'nice', 'rare', 'sure']",51,62,347,31516
43726,"['wrong', 'old']",2,"['great', 'better', 'better', 'good', 'well', 'great', 'rare', 'good', 'great', 'huge', 'huge', 'great', 'best', 'good', 'good', 'serious', 'good', 'great', 'perfect', 'good', 'well', 'good', 'great', 'good', 'great', 'good', 'great', 'decent', 'great', 'well', 'good', 'nice', 'good', 'huge', 'great', 'good', 'great', 'great', 'great', 'great', 'great', 'better', 'enough', 'great', 'great', 'huge', 'best', 'cool', 'nice', 'great', 'fresh', 'real', 'best', 'great', 'real', 'good', 'good', 'good', 'good', 'nice']",60,62,167,22618
126119,"['cold', 'poor', 'cold', 'flat', 'weak', 'cold', 'cold', 'cold', 'bad', 'cold', 'bad', 'cold']",12,"['well', 'strong', 'great', 'cheap', 'cheap', 'best', 'well', 'sweet', 'enough', 'well', 'cheap', 'cheap', 'top', 'free', 'well', 'special', 'full', 'good', 'decent', 'good', 'warm', 'super', 'sweet', 'cheap', 'well', 'warm', 'free', 'nice', 'great', 'cheap', 'special', 'well', 'special', 'well', 'cheap', 'perfect', 'great', 'well', 'cheap', 'cheap', 'great', 'nice', 'fun', 'free', 'free', 'good', 'cheap', 'decent', 'great', 'great']",50,62,620,61567
175149,"['NOT_cool', 'cold', 'cold', 'cold', 'bitter', 'small', 'cold', 'usual', 'cold']",9,"['best', 'pleasant', 'cheap', 'good', 'better', 'good', 'good', 'great', 'decent', 'good', 'good', 'good', 'decent', 'decent', 'good', 'free', 'free', 'fresh', 'better', 'better', 'best', 'sure', 'good', 'cool', 'great', 'great', 'good', 'fun', 'serious', 'great', 'well', 'free', 'better', 'better', 'great', 'great', 'great', 'best', 'great', 'great', 'great', 'good', 'good', 'better', 'good', 'good', 'great', 'special', 'good', 'good']",50,59,85,6958
153845,"['pricey', 'cold', 'cold', 'cold', 'wrong', 'cold', 'cold', 'pricey', 'cold', 'small', 'cold']",11,"['good', 'modern', 'good', 'special', 'free', 'free', 'best', 'nice', 'great', 'fair', 'fair', 'good', 'huge', 'decent', 'great', 'warm', 'warm', 'great', 'special', 'free', 'great', 'decent', 'perfect', 'free', 'great', 'great', 'warm', 'great', 'decent', 'cheap', 'huge', 'huge', 'warm', 'free', 'great', 'huge', 'huge', 'good', 'good', 'fun', 'great', 'decent', 'good', 'good', 'good', 'great', 'perfect']",47,58,1721,158893
175353,"['weak', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'wrong', 'cold', 'cold', 'cold']",11,"['great', 'great', 'special', 'good', 'good', 'decent', 'clean', 'nice', 'decent', 'great', 'good', 'free', 'good', 'decent', 'sure', 'good', 'good', 'good', 'good', 'well', 'good', 'better', 'nice', 'great', 'good', 'good', 'nice', 'super', 'great', 'great', 'good', 'good', 'good', 'best', 'vast', 'great', 'great', 'good', 'good', 'nice', 'special', 'decent', 'fav', 'good', 'huge', 'good']",46,57,424,42796
98251,"['old', 'old', 'cold', 'bad', 'flat', 'cold', 'wrong', 'cold', 'bad']",9,"['warm', 'fresh', 'better', 'great', 'great', 'great', 'good', 'good', 'good', 'great', 'great', 'great', 'good', 'good', 'good', 'better', 'great', 'great', 'nice', 'free', 'great', 'warm', 'great', 'good', 'great', 'well', 'worth', 'good', 'great', 'great', 'great', 'warm', 'warm', 'warm', 'good', 'warm', 'great', 'great', 'giant', 'good', 'great', 'better', 'great', 'sure', 'cheap']",45,54,129,16116
103489,"['cold', 'shit', 'NOT_decent', 'flat', 'small', 'cold']",6,"['great', 'good', 'good', 'good', 'great', 'nice', 'good', 'great', 'great', 'great', 'good', 'good', 'good', 'nice', 'great', 'good', 'good', 'gorgeous', 'great', 'great', 'special', 'good', 'cool', 'best', 'better', 'cheap', 'great', 'cool', 'good', 'good', 'best', 'cool', 'good', 'special', 'good', 'great', 'great', 'great', 'great', 'great', 'well', 'particular', 'good', 'great', 'enough', 'great', 'great', 'perfect']",48,54,1194,134755
175318,"['wrong', 'cold', 'cold', 'cold', 'usual', 'cold', 'cold', 'small', 'damn', 'cold', 'cold', 'cold']",12,"['great', 'special', 'great', 'good', 'decent', 'cheap', 'good', 'good', 'special', 'nice', 'better', 'great', 'special', 'top', 'good', 'nice', 'cheap', 'free', 'casual', 'special', 'good', 'good', 'great', 'special', 'great', 'better', 'great', 'good', 'great', 'decent', 'great', 'decent', 'full', 'great', 'free', 'good', 'good', 'nice', 'good', 'good', 'full', 'great']",42,54,650,69421
3307,"['cold', 'wrong', 'cold', 'pricey', 'cold', 'pricey', 'NOT_spectacular']",7,"['well', 'great', 'great', 'great', 'great', 'good', 'nice', 'good', 'great', 'great', 'cool', 'well', 'great', 'good', 'good', 'good', 'great', 'good', 'free', 'good', 'good', 'clean', 'free', 'great', 'good', 'good', 'best', 'well', 'great', 'free', 'decent', 'nice', 'great', 'good', 'good', 'decent', 'perfect', 'decent', 'decent', 'great', 'good', 'great']",42,49,3494,458826
112963,"['cold', 'random', 'sour', 'pricey']",4,"['rare', 'great', 'good', 'best', 'great', 'great', 'well', 'well', 'great', 'fine', 'great', 'great', 'great', 'cool', 'cool', 'great', 'well', 'real', 'cool', 'nice', 'good', 'good', 'free', 'super', 'great', 'great', 'particular', 'top', 'best', 'best', 'glorious', 'fine', 'great', 'great', 'great', 'great', 'best', 'legit', 'fresh', 'great', 'good', 'free', 'great', 'fun']",44,48,134,13551
48246,"['flat', 'generic', 'small', 'cold', 'neon', 'cold']",6,"['great', 'great', 'great', 'cheap', 'better', 'best', 'good', 'good', 'fair', 'special', 'huge', 'nice', 'giant', 'nice', 'good', 'fine', 'great', 'well', 'fresh', 'good', 'special', 'well', 'special', 'great', 'great', 'spectacular', 'great', 'decent', 'enough', 'nice', 'special', 'good', 'good', 'good', 'free', 'great', 'great', 'good', 'full', 'good', 'great', 'fair']",42,48,370,33073
183303,"['cold', 'random', 'cold', 'NOT_good', 'poor']",5,"['great', 'great', 'decent', 'good', 'nice', 'best', 'great', 'best', 'best', 'serious', 'special', 'great', 'proper', 'perfect', 'great', 'great', 'great', 'good', 'best', 'free', 'great', 'well', 'great', 'best', 'good', 'best', 'premium', 'great', 'great', 'cheap', 'great', 'best', 'decent', 'good', 'good', 'great', 'great', 'great', 'best', 'great', 'great']",41,46,121,12950
137616,"['cold', 'pale', 'cold', 'small', 'bad', 'damn']",6,"['nice', 'particular', 'good', 'good', 'good', 'top', 'good', 'great', 'good', 'better', 'good', 'nice', 'great', 'great', 'great', 'great', 'good', 'free', 'good', 'good', 'good', 'great', 'full', 'good', 'good', 'best', 'good', 'good', 'best', 'decent', 'well', 'special', 'better', 'best', 'good', 'worth', 'fair', 'good', 'warm']",39,45,98,8044
92187,"['cold', 'cold', 'cold', 'cant']",4,"['great', 'full', 'good', 'nice', 'great', 'great', 'good', 'good', 'great', 'great', 'fun', 'well', 'good', 'great', 'free', 'great', 'spectacular', 'great', 'great', 'huge', 'great', 'good', 'full', 'better', 'great', 'great', 'good', 'better', 'great', 'real', 'best', 'best', 'great', 'good', 'good', 'great', 'full', 'great', 'great', 'good', 'enough']",41,45,315,33389
51350,"['small', 'rude', 'NOT_worth', 'sour', 'pricey']",5,"['free', 'good', 'free', 'great', 'good', 'best', 'quick', 'great', 'great', 'good', 'great', 'best', 'nice', 'great', 'better', 'gorgeous', 'great', 'fresh', 'good', 'great', 'great', 'great', 'great', 'standard', 'best', 'nice', 'quick', 'good', 'free', 'cool', 'better', 'better', 'good', 'great', 'cheap', 'best', 'good', 'quick']",38,43,102,9290
73093,"['cold', 'pricey']",2,"['good', 'rare', 'well', 'best', 'nice', 'great', 'good', 'good', 'rare', 'pleasant', 'better', 'great', 'legit', 'great', 'best', 'best', 'free', 'decent', 'great', 'great', 'great', 'great', 'better', 'great', 'perfect', 'best', 'nice', 'great', 'good', 'good', 'warm', 'great', 'standard', 'clean', 'huge', 'nice', 'great']",37,39,157,16802
112447,"['cold', 'wrong', 'cold', 'NOT_sure', 'bad', 'cold']",6,"['decent', 'great', 'good', 'good', 'good', 'good', 'great', 'good', 'good', 'good', 'nice', 'good', 'decent', 'decent', 'great', 'best', 'great', 'special', 'nice', 'good', 'good', 'nice', 'great', 'nice', 'good', 'great', 'good', 'great', 'great', 'great', 'great', 'great']",32,38,1259,133908
18381,"['cold', 'cold', 'cold', 'wrong', 'wrong', 'NOT_great']",6,"['great', 'stellar', 'great', 'great', 'nice', 'great', 'great', 'good', 'great', 'good', 'huge', 'great', 'great', 'well', 'great', 'great', 'great', 'great', 'proper', 'great', 'great', 'great', 'free', 'great', 'good', 'good', 'huge', 'well', 'decent', 'great']",30,36,180,18689
41608,"['usual', 'cold', 'low', 'ill']",4,"['special', 'good', 'good', 'special', 'special', 'great', 'huge', 'proper', 'special', 'special', 'special', 'cheap', 'good', 'special', 'fresh', 'great', 'good', 'great', 'good', 'great', 'super', 'good', 'good', 'special', 'fun', 'good', 'free', 'good', 'decent', 'great', 'descent', 'huge']",32,36,105,17421
70956,"['cold', 'sour', 'sour', 'cold']",4,"['good', 'good', 'great', 'great', 'good', 'good', 'well', 'decent', 'good', 'good', 'great', 'good', 'great', 'decent', 'good', 'good', 'nice', 'great', 'great', 'decent', 'special', 'great', 'decent', 'well', 'great', 'enough', 'decent', 'good', 'good', 'good', 'decent', 'great']",32,36,140,12012
177002,"['cold', 'cold']",2,"['great', 'great', 'top', 'decent', 'nice', 'great', 'great', 'nice', 'top', 'real', 'good', 'nice', 'casual', 'free', 'free', 'decent', 'nice', 'great', 'great', 'great', 'worth', 'great', 'well', 'casual', 'nice', 'cheap', 'great', 'decent', 'good', 'good', 'great', 'real', 'nice', 'special']",34,36,666,62714
154739,"['flat', 'cold', 'small', 'cold', 'flat', 'small', 'cold']",7,"['good', 'warm', 'cheap', 'special', 'special', 'free', 'warm', 'decent', 'free', 'fine', 'decent', 'well', 'warm', 'well', 'free', 'well', 'decent', 'special', 'warm', 'fun', 'special', 'special', 'well', 'cheap', 'special', 'great', 'great', 'good']",28,35,1178,117412
171460,"['cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold']",10,"['great', 'great', 'good', 'nice', 'great', 'full', 'great', 'good', 'perfect', 'special', 'special', 'nice', 'great', 'good', 'special', 'fresh', 'cheap', 'great', 'cheap', 'great', 'well', 'free', 'nice', 'cool', 'good']",25,35,2506,341279
142312,"['poor', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'cold', 'poor', 'cold']",12,"['free', 'free', 'super', 'huge', 'top', 'free', 'top', 'giant', 'quick', 'good', 'nice', 'great', 'good', 'nice', 'cool', 'great', 'warm', 'warm', 'cheap', 'special', 'good', 'free']",22,34,651,70445
163012,"['cold', 'cold', 'cold', 'random', 'cold', 'cold']",6,"['good', 'great', 'nice', 'warm', 'good', 'good', 'nice', 'warm', 'special', 'nice', 'great', 'super', 'free', 'fresh', 'great', 'good', 'top', 'great', 'free', 'great', 'free', 'free', 'special', 'free', 'top', 'great', 'good', 'full']",28,34,831,75601
117633,"['NOT_great', 'small', 'cold', 'cold']",4,"['great', 'good', 'decent', 'huge', 'free', 'good', 'well', 'great', 'good', 'good', 'nice', 'good', 'great', 'better', 'great', 'great', 'good', 'good', 'decent', 'enough', 'great', 'decent', 'good', 'good', 'good', 'fine', 'good', 'decent', 'great']",29,33,501,56528
31970,"['cold', 'bad', 'small', 'small']",4,"['great', 'great', 'nice', 'good', 'decent', 'great', 'sweet', 'free', 'strong', 'decent', 'great', 'well', 'great', 'great', 'good', 'great', 'great', 'great', 'nice', 'fun', 'good', 'sweet', 'well', 'great', 'good', 'full', 'cool', 'nice']",28,32,2094,244189
137871,"['NOT_full', 'poor', 'cold', 'stale', 'cold', 'weak']",6,"['great', 'great', 'good', 'free', 'good', 'good', 'good', 'great', 'good', 'special', 'great', 'special', 'well', 'decent', 'nice', 'great', 'huge', 'great', 'special', 'special', 'good', 'good', 'free', 'great', 'huge', 'decent']",26,32,263,27648
34922,"['old', 'cold', 'stale', 'old', 'cold', 'stiff', 'cold', 'stale', 'cold', 'stale']",10,"['real', 'good', 'free', 'cheap', 'fun', 'good', 'cheap', 'cheap', 'good', 'good', 'cheap', 'good', 'cool', 'cheap', 'good', 'cheap', 'good', 'decent', 'cheap', 'special', 'well']",21,31,536,63985
