cocktail1,cocktail1freq,cocktail2,cocktail2freq,cocktail3,cocktail3freq,cocktail4,cocktail4freq,cocktail5,cocktail5freq
,,,,,,notaddconvers though cocktail,1.0,cocktail consist tiki,1
,,,,,,though cocktail fuel,1.0,awesom shrimp cocktail,1
,,,,,,cocktail fuel surround,1.0,cocktail also frost,1
,,,,,,stay within cocktail,1.0,place cocktail friend,1
,,,,,,within cocktail budget,1.0,cocktail friend this,1
,,,,,,cocktail budget use,1.0,juic yummmmm cocktail,1
,,,,,,get classi cocktail,1.0,yummmmm cocktail worth,1
,,,,,,fantast uniqu cocktail,1.0,cocktail worth gotta,1
,,,,,,uniqu cocktail great,1.0,ambianc cocktail tri,1
,,,,,,yesterday bellagio cocktail,1.0,cocktail tri golden,1
,,,,,,bellagio cocktail alway,1.0,clam fresh cocktail,1
,,,,,,cocktail alway good,1.0,cocktail sauc yummi,1
,,,,,,nice cocktail spici,1.0,stick gorgeous cocktail,1
,,,,,,cocktail spici passion,1.0,gorgeous cocktail menu,1
,,,,,,fruit cocktail though,1.0,cocktail menu splurg,1
,,,,,,cocktail though ca,1.0,maid honour cocktail,1
,,,,,,salad notic cocktail,1.0,honour cocktail speech,1
,,,,,,notic cocktail menu,1.0,cocktail speech certain,1
,,,,,,tasti strong cocktail,1.0,tiki cocktail final,1
,,,,,,cocktail margarita absolut,1.0,cocktail final ventur,1
,,,,,,crab no cocktail,1.0,hint horseradish cocktail,1
,,,,,,no cocktail sauc,1.0,opt bellagio cocktail,1
,,,,,,need drink cocktail,1.0,bellagio cocktail champagn,1
,,,,,,cocktail good place,1.0,cocktail champagn pure,1
,,,,,,good cocktail good,1.0,anomali phenomen cocktail,1
,,,,,,fashion cocktail bar,1.0,phenomen cocktail master,1
,,,,,,cocktail bar countri,1.0,cocktail master craft,1
,,,,,,stuff excel cocktail,1.0,hour katsuya cocktail,1
,,,,,,excel cocktail cours,1.0,katsuya cocktail monkey,1
,,,,,,cocktail cours forgot,1.0,cocktail monkey bar,1
,,,,,,notaddcom notaddback cocktail,1.0,beer cocktail notaddth,1
,,,,,,notaddback cocktail list,1.0,cocktail notaddth notaddisland,1
,,,,,,great coupl cocktail,1.0,friend hand cocktail,1
,,,,,,coupl cocktail naomi,1.0,hand cocktail tri,1
,,,,,,cocktail naomi server,1.0,cocktail tri authent,1
,,,,,,steak nice cocktail,1.0,except dish cocktail,1
,,,,,,nice cocktail peach,1.0,dish cocktail note,1
,,,,,,cocktail peach wonder,1.0,share specialti cocktail,1
,,,,,,yum shrimp cocktail,1.0,specialti cocktail grub,1
,,,,,,shrimp cocktail yum,1.0,cocktail grub crispi,1
,,,,,,cocktail yum calamari,1.0,start specialti cocktail,1
,,,,,,color detail cocktail,1.0,cocktail averag sear,1
,,,,,,detail cocktail come,1.0,prep strong cocktail,1
,,,,,,rye cocktail bar,1.0,strong cocktail nice,1
,,,,,,cocktail bar serv,1.0,cocktail nice bartend,1
,,,,,,has bar cocktail,1.0,throw mean cocktail,1
,,,,,,bar cocktail bar,1.0,mean cocktail sick,1
,,,,,,cocktail bar sure,1.0,cocktail sick trick,1
,,,,,,music understand cocktail,1.0,cocktail ambienc contemporari,1
,,,,,,understand cocktail bar,1.0,free food cocktail,1
,,,,,,cocktail bar need,1.0,food cocktail watch,1
,,,,,,cocktail waitress good,1.0,cocktail bomb exact,1
,,,,,,notaddseat sip cocktail,1.0,stop cocktail sunday,1
,,,,,,parti food cocktail,1.0,cocktail sunday night,1
,,,,,,food cocktail look,1.0,notaddlik notaddsweet notaddcocktail,1
,,,,,,cocktail look bangin,1.0,notaddsweet notaddcocktail order,1
,,,,,,notaddexcel notaddclass notaddcocktail,1.0,notaddcocktail order someth,1
,,,,,,notaddclass notaddcocktail also,1.0,cocktail downtown right,1
,,,,,,notaddcocktail also excel,1.0,sip fanci cocktail,1
,,,,,,start cocktail classic,1.0,fanci cocktail littl,1
,,,,,,cocktail classic cocktail,1.0,cocktail littl black,1
,,,,,,classic cocktail menu,1.0,notaddwin tri cocktail,1
,,,,,,cocktail menu unriv,1.0,tri cocktail next,1
,,,,,,menu make cocktail,1.0,bar cool cocktail,1
,,,,,,make cocktail superhero,1.0,cool cocktail indian,1
,,,,,,cocktail superhero everi,1.0,cocktail indian twist,1
,,,,,,plethora rum cocktail,1.0,wine addit cocktail,1
,,,,,,rum cocktail go,1.0,addit cocktail booz,1
,,,,,,cocktail go figur,1.0,cocktail booz fill,1
,,,,,,shrimp cocktail everyth,1.0,one cocktail favorit,1
,,,,,,cocktail everyth fresh,1.0,cocktail favorit vuelv,1
,,,,,,person like notaddcocktail,1.0,notadddinn notaddlat cocktail,1
,,,,,,like notaddcocktail peopl,1.0,notaddlat cocktail get,1
,,,,,,notaddcocktail peopl enjoy,1.0,cocktail get prici,1
,,,,,,enjoy cocktail no,1.0,notaddand notaddcocktail notaddwer,1
,,,,,,cocktail no price,1.0,notaddcocktail notaddwer notaddat,1
,,,,,,no price cocktail,1.0,scallop craft cocktail,1
,,,,,,price cocktail mark,1.0,cocktail realli tasti,1
,,,,,,cocktail mark menu,1.0,cocktail lot passion,1
,,,,,,choic handcraft cocktail,1.0,bar fun cocktail,1
,,,,,,handcraft cocktail last,1.0,fun cocktail drink,1
,,,,,,cocktail last long,1.0,cocktail drink wrong,1
,,,,,,appetit start cocktail,1.0,reason fanci cocktail,1
,,,,,,start cocktail got,1.0,fanci cocktail cost,1
,,,,,,cocktail got ultim,1.0,cocktail cost mayb,1
,,,,,,look shrimp cocktail,1.0,cocktail ever wish,1
,,,,,,cocktail featur six,1.0,soju cocktail whole,1
,,,,,,zesti tradit cocktail,1.0,cocktail whole group,1
,,,,,,tradit cocktail sauc,1.0,price best cocktail,1
,,,,,,cocktail sauc accompani,1.0,best cocktail has,1
,,,,,,ice cocktail made,1.0,cocktail has got,1
,,,,,,cocktail made bizarr,1.0,think true cocktail,1
,,,,,,select creativ cocktail,1.0,true cocktail perfect,1
,,,,,,expens mix cocktail,1.0,cocktail perfect ratio,1
,,,,,,mix cocktail definit,1.0,fire lime cocktail,1
,,,,,,cocktail definit good,1.0,lime cocktail also,1
,,,,,,ambit mine cocktail,1.0,bj cocktail conveni,1
,,,,,,mine cocktail strong,1.0,cocktail conveni locat,1
,,,,,,cocktail strong food,1.0,girl came cocktail,1
,,,,,,side dish cocktail,1.0,came cocktail girl,1
,,,,,,dish cocktail nevertheless,1.0,cocktail girl talk,1
,,,,,,cocktail nevertheless worth,1.0,thought made cocktail,1
,,,,,,meal okay cocktail,1.0,made cocktail craft,1
,,,,,,okay cocktail also,1.0,commend casino cocktail,1
,,,,,,cocktail also noth,1.0,casino cocktail server,1
,,,,,,price make cocktail,1.0,cocktail server shelbyros,1
,,,,,,make cocktail versus,1.0,serious tropic cocktail,1
,,,,,,cocktail versus strip,1.0,tropic cocktail stop,1
,,,,,,asid handcraft cocktail,1.0,cocktail stop read,1
,,,,,,handcraft cocktail great,1.0,wine expect cocktail,1
,,,,,,cocktail great ca,1.0,expect cocktail list,1
,,,,,,cocktail beer start,1.0,cocktail list price,1
,,,,,,place meet cocktail,1.0,hakka signatur cocktail,1
,,,,,,meet cocktail dinner,1.0,signatur cocktail got,1
,,,,,,cocktail dinner etc,1.0,cocktail got steam,1
,,,,,,cocktail ok far,1.0,sampl food cocktail,1
,,,,,,said note cocktail,1.0,cocktail absolut worth,1
,,,,,,note cocktail appet,1.0,tri hakka cocktail,1
,,,,,,cocktail appet lobster,1.0,hakka cocktail uniqu,1
,,,,,,uniqu delici cocktail,1.0,club grati cocktail,1
,,,,,,cocktail bartend point,1.0,grati cocktail sublim,1
,,,,,,first recommend cocktail,1.0,cocktail sublim make,1
,,,,,,recommend cocktail right,1.0,attent besid cocktail,1
,,,,,,cocktail right point,1.0,besid cocktail howev,1
,,,,,,bar love cocktail,1.0,cocktail howev sausag,1
,,,,,,love cocktail menu,1.0,cocktail ask friend,1
,,,,,,cocktail menu lyche,1.0,hour cocktail deal,1
,,,,,,bar well cocktail,1.0,cocktail deal also,1
,,,,,,cocktail waitress happi,1.0,get crab cocktail,1
,,,,,,game need cocktail,1.0,crab cocktail oyster,1
,,,,,,need cocktail menu,1.0,cocktail oyster big,1
,,,,,,cocktail menu hahaha,1.0,his bday cocktail,1
,,,,,,stuffi signatur cocktail,1.0,bday cocktail love,1
,,,,,,signatur cocktail amaz,1.0,cocktail love great,1
,,,,,,cocktail amaz especi,1.0,perfect eat cocktail,1
,,,,,,summer present cocktail,1.0,eat cocktail qualiti,1
,,,,,,present cocktail wine,1.0,cocktail qualiti this,1
,,,,,,bonanza specialti cocktail,1.0,tom cruis cocktail,1
,,,,,,cocktail beer like,1.0,specialti cocktail april,1
,,,,,,along convers cocktail,1.0,cocktail april pine,1
,,,,,,convers cocktail happi,1.0,upsid cake cocktail,1
,,,,,,cocktail happi bunch,1.0,cake cocktail tast,1
,,,,,,notaddth notaddregular notaddcocktail,1.0,also intrigu cocktail,1
,,,,,,notaddregular notaddcocktail notaddth,1.0,intrigu cocktail menu,1
,,,,,,notaddcocktail notaddth notaddpot,1.0,old style cocktail,1
,,,,,,good strawberri cocktail,1.0,style cocktail tiki,1
,,,,,,strawberri cocktail tast,1.0,featur impress cocktail,1
,,,,,,notadd also cocktail,1.0,impress cocktail program,1
,,,,,,also cocktail pepino,1.0,cocktail program bring,1
,,,,,,cocktail pepino diavolo,1.0,this loung cocktail,1
,,,,,,destin specialti cocktail,1.0,loung cocktail creativ,1
,,,,,,specialti cocktail someth,1.0,atmospher cocktail featur,1
,,,,,,cocktail someth flavour,1.0,cocktail featur gin,1
,,,,,,watch good cocktail,1.0,cocktail excel custom,1
,,,,,,cocktail drink togeth,1.0,awesom option cocktail,1
,,,,,,well known cocktail,1.0,option cocktail cool,1
,,,,,,known cocktail program,1.0,cocktail cool barrel,1
,,,,,,cocktail program star,1.0,crab lump cocktail,1
,,,,,,dp want cocktail,1.0,lump cocktail clam,1
,,,,,,want cocktail gotten,1.0,phenomen pair cocktail,1
,,,,,,cocktail gotten class,1.0,great casa cocktail,1
,,,,,,parasol signatur cocktail,1.0,casa cocktail okay,1
,,,,,,signatur cocktail absolut,1.0,cocktail okay chupacabra,1
,,,,,,cocktail absolut pear,1.0,lime jalapeño cocktail,1
,,,,,,rye classic cocktail,1.0,jalapeño cocktail shrimp,1
,,,,,,classic cocktail coupl,1.0,cocktail shrimp chip,1
,,,,,,cocktail coupl killer,1.0,ever hakka cocktail,1
,,,,,,this outdoor cocktail,1.0,hakka cocktail along,1
,,,,,,outdoor cocktail loung,1.0,cocktail along fine,1
,,,,,,bar creativ cocktail,1.0,food deliveri cocktail,1
,,,,,,creativ cocktail sever,1.0,deliveri cocktail seem,1
,,,,,,cocktail sever sangria,1.0,cocktail seem take,1
,,,,,,back cocktail date,1.0,minimum bartend cocktail,1
,,,,,,cocktail date night,1.0,bartend cocktail staff,1
,,,,,,beer cocktail came,1.0,notaddand notaddcocktail favourit,1
,,,,,,cocktail came spici,1.0,notaddcocktail favourit duck,1
,,,,,,like come cocktail,1.0,notaddels hakka cocktail,1
,,,,,,come cocktail whiskey,1.0,hakka cocktail unreal,1
,,,,,,cocktail whiskey wine,1.0,cocktail unreal sweet,1
,,,,,,specialti cocktail one,1.0,amount cocktail sauc,1
,,,,,,cocktail one whiskey,1.0,cocktail sauc well,1
,,,,,,hate serv cocktail,1.0,one mani cocktail,1
,,,,,,serv cocktail has,1.0,though shrimp cocktail,1
,,,,,,cocktail has pour,1.0,cocktail love larg,1
,,,,,,ice cold cocktail,1.0,crab cocktail equal,1
,,,,,,cold cocktail made,1.0,cocktail equal yummi,1
,,,,,,crab claw cocktail,1.0,end night cocktail,1
,,,,,,claw cocktail shrimp,1.0,night cocktail ling,1
,,,,,,cocktail shrimp excel,1.0,cocktail ling ling,1
,,,,,,delici cocktail attent,1.0,huge varieti cocktail,1
,,,,,,cocktail attent waiter,1.0,varieti cocktail ladi,1
,,,,,,late get cocktail,1.0,serious happi cocktail,1
,,,,,,get cocktail realiz,1.0,happi cocktail server,1
,,,,,,cocktail realiz notaddit,1.0,cocktail server caus,1
,,,,,,interest cocktail also,1.0,mon night cocktail,1
,,,,,,cocktail also get,1.0,night cocktail amaz,1
,,,,,,great cocktail midnight,1.0,inspector nectar cocktail,1
,,,,,,cocktail midnight dinner,1.0,nectar cocktail list,1
,,,,,,classic modern cocktail,1.0,cocktail list strawberri,1
,,,,,,modern cocktail waiter,1.0,also beer cocktail,1
,,,,,,cocktail waiter knowledg,1.0,cocktail like smoke,1
,,,,,,back comfort cocktail,1.0,time start cocktail,1
,,,,,,comfort cocktail drinker,1.0,start cocktail casa,1
,,,,,,cocktail drinker this,1.0,cocktail casa juan,1
,,,,,,artisan downtown cocktail,1.0,glass well cocktail,1
,,,,,,cocktail got happi,1.0,cocktail give areview,1
,,,,,,hour meant cocktail,1.0,earli afternoon cocktail,1
,,,,,,meant cocktail price,1.0,afternoon cocktail sister,1
,,,,,,place imbib cocktail,1.0,cocktail sister men,1
,,,,,,imbib cocktail alway,1.0,la vida cocktail,1
,,,,,,cocktail alway delight,1.0,vida cocktail shrimp,1
,,,,,,popcorn someth cocktail,1.0,cocktail shrimp oyster,1
,,,,,,someth cocktail loung,1.0,minut later cocktail,1
,,,,,,craft cocktail check,1.0,later cocktail waitress,1
,,,,,,restaur perfect cocktail,1.0,cocktail waitress arriv,1
,,,,,,perfect cocktail super,1.0,cocktail server experi,1
,,,,,,cocktail super fast,1.0,jackpot個龍蝦同青口反而麻麻 不過蠔同shrimp cocktail都好味,1
,,,,,,great cocktail rare,1.0,不過蠔同shrimp cocktail都好味 個sauce簡直系畫龍點睛,1
,,,,,,cocktail rare find,1.0,cocktail都好味 個sauce簡直系畫龍點睛 睇到呢篇文既人聽我講一定要嚟,1
,,,,,,beauti atmospher cocktail,1.0,shrimp cocktail top,1
,,,,,,cocktail excel attent,1.0,cocktail top line,1
,,,,,,watch cocktail fabul,1.0,home made cocktail,1
,,,,,,cocktail fabul pricey,1.0,made cocktail sauc,1
,,,,,,head enjoy cocktail,1.0,excel cocktail banana,1
,,,,,,enjoy cocktail watch,1.0,check excel cocktail,1
,,,,,,cocktail watch gaggl,1.0,excel cocktail check,1
,,,,,,cocktail ever gave,1.0,cocktail check delici,1
,,,,,,coupon make cocktail,1.0,recommend infus cocktail,1
,,,,,,make cocktail reason,1.0,infus cocktail dessert,1
,,,,,,cocktail reason bellini,1.0,menu amaz cocktail,1
,,,,,,shelf cocktail drink,1.0,amaz cocktail start,1
,,,,,,cocktail drink got,1.0,patienc show cocktail,1
,,,,,,cocktail menu divers,1.0,show cocktail balanc,1
,,,,,,old son cocktail,1.0,cocktail balanc consist,1
,,,,,,son cocktail tour,1.0,cocktail food favorit,1
,,,,,,cocktail tour cool,1.0,star signatur cocktail,1
,,,,,,bartend kind cocktail,1.0,signatur cocktail local,1
,,,,,,kind cocktail made,1.0,favorit prefer cocktail,1
,,,,,,cocktail made hendrick,1.0,prefer cocktail mixologist,1
,,,,,,focus classic cocktail,1.0,cocktail mixologist consult,1
,,,,,,classic cocktail littl,1.0,specialti cocktail cocktail,1
,,,,,,cocktail littl know,1.0,cocktail cocktail server,1
,,,,,,know classic cocktail,1.0,cocktail server awesom,1
,,,,,,classic cocktail creativ,1.0,realli impress cocktail,1
,,,,,,cocktail creativ everyth,1.0,impress cocktail first,1
,,,,,,tasti creativ cocktail,1.0,high aria cocktail,1
,,,,,,creativ cocktail creat,1.0,aria cocktail made,1
,,,,,,cocktail creat almost,1.0,cocktail made serious,1
,,,,,,newli creat cocktail,1.0,friend chat cocktail,1
,,,,,,creat cocktail best,1.0,chat cocktail recommend,1
,,,,,,cocktail best tast,1.0,cocktail recommend bar,1
,,,,,,descript this cocktail,1.0,delight danger cocktail,1
,,,,,,this cocktail would,1.0,danger cocktail involv,1
,,,,,,cocktail would tast,1.0,cocktail involv coffe,1
,,,,,,tasti tasti cocktail,1.0,foot junip cocktail,1
,,,,,,tasti cocktail love,1.0,cocktail loung world,1
,,,,,,cocktail love big,1.0,appreci gin cocktail,1
,,,,,,keep buzz cocktail,1.0,gin cocktail amaz,1
,,,,,,buzz cocktail tour,1.0,cocktail amaz imagin,1
,,,,,,cocktail tour kind,1.0,think specialti cocktail,1
,,,,,,bit slow cocktail,1.0,specialti cocktail say,1
,,,,,,slow cocktail waitress,1.0,cocktail say say,1
,,,,,,cocktail waitress notaddfriend,1.0,this would cocktail,1
,,,,,,also bewar cocktail,1.0,would cocktail parlour,1
,,,,,,bewar cocktail super,1.0,cocktail parlour choic,1
,,,,,,cocktail super pricey,1.0,start great cocktail,1
,,,,,,loui cocktail american,1.0,great cocktail chines,1
,,,,,,cocktail american wagyu,1.0,cocktail chines mule,1
,,,,,,lock load cocktail,1.0,excel standard cocktail,1
,,,,,,load cocktail must,1.0,cocktail show choic,1
,,,,,,cocktail must compliant,1.0,go awesom cocktail,1
,,,,,,notaddtheir notaddgin notaddcocktail,1.0,awesom cocktail dole,1
,,,,,,notaddgin notaddcocktail notaddwer,1.0,cocktail dole whip,1
,,,,,,notaddcocktail notaddwer notaddtart,1.0,put back cocktail,1
,,,,,,danc floor cocktail,1.0,back cocktail stare,1
,,,,,,floor cocktail bottl,1.0,cocktail stare dole,1
,,,,,,cocktail bottl price,1.0,notaddnight one cocktail,1
,,,,,,worthwhil cocktail destin,1.0,one cocktail server,1
,,,,,,cocktail destin regardless,1.0,cocktail server assist,1
,,,,,,craft cocktail attract,1.0,vip tabl cocktail,1
,,,,,,cocktail attract patio,1.0,cocktail waitress vip,1
,,,,,,new favorit cocktail,1.0,notaddfan serv cocktail,1
,,,,,,favorit cocktail town,1.0,cocktail awesom shrimp,1
,,,,,,cocktail town lion,1.0,menu mani cocktail,1
,,,,,,notaddani notaddcocktail notaddher,1.0,mani cocktail natch,1
,,,,,,notaddcocktail notaddher fianc,1.0,cocktail natch this,1
,,,,,,equal satisfi cocktail,1.0,notaddord notaddtwo notaddcocktail,1
,,,,,,satisfi cocktail option,1.0,notaddtwo notaddcocktail notaddmain,1
,,,,,,cocktail option avail,1.0,notaddcocktail notaddmain notaddfor,1
,,,,,,good cocktail refresh,1.0,amaz cocktail sweet,1
,,,,,,slow order cocktail,1.0,cocktail sweet set,1
,,,,,,order cocktail help,1.0,thought knew cocktail,1
,,,,,,cocktail help pass,1.0,knew cocktail worng,1
,,,,,,dinner much cocktail,1.0,cocktail worng introduc,1
,,,,,,much cocktail this,1.0,tast love cocktail,1
,,,,,,varieti whiskey cocktail,1.0,cocktail server john,1
,,,,,,whiskey cocktail favorit,1.0,great tiki cocktail,1
,,,,,,cocktail favorit bartend,1.0,tiki cocktail strip,1
,,,,,,select cocktail interest,1.0,cocktail strip away,1
,,,,,,rye group cocktail,1.0,made classic cocktail,1
,,,,,,group cocktail slight,1.0,classic cocktail scorpion,1
,,,,,,cocktail slight make,1.0,cocktail scorpion bowl,1
,,,,,,harsh swallow cocktail,1.0,oyster horseradish cocktail,1
,,,,,,swallow cocktail peopl,1.0,offer uniqu cocktail,1
,,,,,,cocktail peopl travel,1.0,uniqu cocktail reason,1
,,,,,,like tail cocktail,1.0,custom hakkasan cocktail,1
,,,,,,tail cocktail new,1.0,hakkasan cocktail serv,1
,,,,,,new orlean cocktail,1.0,cocktail serv everyth,1
,,,,,,orlean cocktail this,1.0,like made cocktail,1
,,,,,,cocktail this worst,1.0,made cocktail specif,1
,,,,,,notaddand notaddry notaddcocktail,1.0,loung enjoy cocktail,1
,,,,,,notaddry notaddcocktail second,1.0,enjoy cocktail everyon,1
,,,,,,notaddcocktail second steak,1.0,cocktail everyon friend,1
,,,,,,night differ cocktail,1.0,notaddthan notaddtwo notaddcocktail,1
,,,,,,differ cocktail bar,1.0,notaddtwo notaddcocktail this,1
,,,,,,cocktail bar disappoint,1.0,notaddcocktail this random,1
,,,,,,discuss sad cocktail,1.0,cocktail sauc even,1
,,,,,,sad cocktail later,1.0,vega extens cocktail,1
,,,,,,cocktail later night,1.0,notaddand notaddthi notaddcocktail,1
,,,,,,often oh cocktail,1.0,notaddthi notaddcocktail notaddwa,1
,,,,,,oh cocktail delici,1.0,notaddcocktail notaddwa notaddso,1
,,,,,,cocktail good nice,1.0,feel comfort cocktail,1
,,,,,,moo atmospher cocktail,1.0,comfort cocktail fantast,1
,,,,,,drink pay cocktail,1.0,cocktail fantast friend,1
,,,,,,pay cocktail beer,1.0,greet beauti cocktail,1
,,,,,,cocktail beer run,1.0,crab cocktail secret,1
,,,,,,shell dollar cocktail,1.0,cocktail secret menu,1
,,,,,,dollar cocktail head,1.0,crab cocktail mix,1
,,,,,,cocktail head this,1.0,cocktail mix togeth,1
,,,,,,spacious also cocktail,1.0,ambianc delici cocktail,1
,,,,,,also cocktail girl,1.0,delici cocktail uniqu,1
,,,,,,cocktail girl walk,1.0,cocktail uniqu everyth,1
,,,,,,except cocktail order,1.0,got frozen cocktail,1
,,,,,,cocktail order good,1.0,shrimp cocktail mani,1
,,,,,,good cocktail notaddhappi,1.0,meal hakka cocktail,1
,,,,,,cocktail notaddhappi notaddhour,1.0,hakka cocktail notaddb,1
,,,,,,notaddhour like cocktail,1.0,water cocktail recommend,1
,,,,,,like cocktail let,1.0,cocktail recommend check,1
,,,,,,cocktail let notaddthat,1.0,whole lot cocktail,1
,,,,,,chees samurai cocktail,1.0,lot cocktail get,1
,,,,,,samurai cocktail fantast,1.0,cocktail get parti,1
,,,,,,cocktail fantast hesit,1.0,fizzi lifter cocktail,1
,,,,,,elabor delici cocktail,1.0,lifter cocktail light,1
,,,,,,delici cocktail friend,1.0,cocktail light fruiti,1
,,,,,,fajita one cocktail,1.0,awesom specialti cocktail,1
,,,,,,one cocktail vodka,1.0,specialti cocktail lit,1
,,,,,,cocktail vodka club,1.0,cocktail lit fire,1
,,,,,,craft cocktail notaddkind,1.0,staff serv cocktail,1
,,,,,,cocktail notaddkind notaddof,1.0,serv cocktail dinner,1
,,,,,,pride craft cocktail,1.0,cocktail dinner desert,1
,,,,,,cocktail bar ribey,1.0,sound system cocktail,1
,,,,,,four page cocktail,1.0,system cocktail waitress,1
,,,,,,page cocktail one,1.0,cocktail waitress provid,1
,,,,,,cocktail one order,1.0,type menu cocktail,1
,,,,,,enjoy cocktail instead,1.0,menu cocktail also,1
,,,,,,cocktail instead get,1.0,cocktail also well,1
,,,,,,let get cocktail,1.0,advantag qualiti cocktail,1
,,,,,,get cocktail probabl,1.0,qualiti cocktail well,1
,,,,,,cocktail probabl one,1.0,serv amaz cocktail,1
,,,,,,best gin cocktail,1.0,amaz cocktail friend,1
,,,,,,cocktail select around,1.0,everyth fantast cocktail,1
,,,,,,impress gin cocktail,1.0,cocktail menu recommend,1
,,,,,,cocktail select mixologist,1.0,notaddgreat notaddbreakfast notaddcocktail,1
,,,,,,back cocktail delici,1.0,notaddbreakfast notaddcocktail notaddspeci,1
,,,,,,laid back cocktail,1.0,notaddcocktail notaddspeci bogo,1
,,,,,,back cocktail waitress,1.0,cocktail food authent,1
,,,,,,cocktail waitress push,1.0,one us cocktail,1
,,,,,,quick slider cocktail,1.0,us cocktail great,1
,,,,,,slider cocktail tasti,1.0,cocktail great husband,1
,,,,,,cocktail tasti waitress,1.0,good wine cocktail,1
,,,,,,drink list cocktail,1.0,wine cocktail three,1
,,,,,,list cocktail den,1.0,cocktail three three,1
,,,,,,cocktail den wine,1.0,decor interest cocktail,1
,,,,,,notaddjust notaddord notaddcocktail,1.0,cocktail menu kick,1
,,,,,,notaddord notaddcocktail notaddand,1.0,dip order cocktail,1
,,,,,,tri cocktail dish,1.0,order cocktail told,1
,,,,,,dessert get notaddcocktail,1.0,cocktail told go,1
,,,,,,get notaddcocktail notaddbut,1.0,got bellagio cocktail,1
,,,,,,notaddcocktail notaddbut notaddmost,1.0,bellagio cocktail tast,1
,,,,,,notaddlik notadda notaddcocktail,1.0,special rum cocktail,1
,,,,,,notadda notaddcocktail notaddkinda,1.0,rum cocktail cost,1
,,,,,,notaddcocktail notaddkinda notaddplac,1.0,cocktail cost think,1
,,,,,,appet star cocktail,1.0,sour option cocktail,1
,,,,,,star cocktail husband,1.0,option cocktail option,1
,,,,,,cocktail husband salmon,1.0,cocktail option certain,1
,,,,,,notadddrink notaddour notaddcocktail,1.0,beer cocktail need,1
,,,,,,notaddcocktail notaddand notaddtalk,1.0,cocktail need visit,1
,,,,,,dinner cocktail his,1.0,menstruat great cocktail,1
,,,,,,cocktail his th,1.0,cocktail excel beer,1
,,,,,,negat big cocktail,1.0,buddha palm cocktail,1
,,,,,,cocktail menu friend,1.0,palm cocktail great,1
,,,,,,notaddor notaddstandard notaddcocktail,1.0,cocktail great club,1
,,,,,,notaddstandard notaddcocktail air,1.0,cup water cocktail,1
,,,,,,notaddcocktail air good,1.0,water cocktail waitress,1
,,,,,,specialti cocktail differ,1.0,cocktail waitress three,1
,,,,,,cocktail differ find,1.0,pan roast cocktail,1
,,,,,,dinner stop cocktail,1.0,roast cocktail shrimp,1
,,,,,,stop cocktail meal,1.0,cocktail shrimp drink,1
,,,,,,cocktail meal alway,1.0,amaz cocktail went,1
,,,,,,notaddord start cocktail,1.0,cocktail went bad,1
,,,,,,start cocktail app,1.0,flavor specialti cocktail,1
,,,,,,cocktail app herb,1.0,specialti cocktail bit,1
,,,,,,rye cocktail list,1.0,mixologist prepar cocktail,1
,,,,,,cocktail list read,1.0,prepar cocktail order,1
,,,,,,american cocktail even,1.0,yummi rum cocktail,1
,,,,,,cocktail even notadddrink,1.0,rum cocktail video,1
,,,,,,even notadddrink cocktail,1.0,went cocktail slow,1
,,,,,,notadddrink cocktail list,1.0,cocktail slow night,1
,,,,,,cocktail list worth,1.0,shrimp cocktail friend,1
,,,,,,rate cocktail joint,1.0,cocktail friend peanut,1
,,,,,,cocktail joint outstand,1.0,cocktail expand moment,1
,,,,,,outstand craft cocktail,1.0,went mezcal cocktail,1
,,,,,,craft cocktail well,1.0,mezcal cocktail strawpeno,1
,,,,,,cocktail well execut,1.0,cocktail strawpeno margarita,1
,,,,,,notaddth notaddcocktail said,1.0,tiki cocktail odd,1
,,,,,,notaddcocktail said still,1.0,cocktail odd reason,1
,,,,,,good beer cocktail,1.0,friend first cocktail,1
,,,,,,beer cocktail husband,1.0,first cocktail lime,1
,,,,,,cocktail husband differ,1.0,cocktail lime coconut,1
,,,,,,definit tast cocktail,1.0,this massiv cocktail,1
,,,,,,tast cocktail tabl,1.0,massiv cocktail would,1
,,,,,,cocktail tabl accompani,1.0,cocktail would total,1
,,,,,,extens cocktail separ,1.0,fyi make cocktail,1
,,,,,,vibe great cocktail,1.0,make cocktail virgin,1
,,,,,,great cocktail would,1.0,cocktail virgin found,1
,,,,,,solid handcraft cocktail,1.0,place specialti cocktail,1
,,,,,,handcraft cocktail delici,1.0,cocktail amaz great,1
,,,,,,cocktail delici pasta,1.0,ipad order cocktail,1
,,,,,,comprehens list cocktail,1.0,cocktail drink dessert,1
,,,,,,list cocktail impress,1.0,pictur plus cocktail,1
,,,,,,cocktail impress organ,1.0,plus cocktail fruttier,1
,,,,,,like creativ cocktail,1.0,cocktail fruttier side,1
,,,,,,lose star cocktail,1.0,peopl real cocktail,1
,,,,,,star cocktail price,1.0,real cocktail beer,1
,,,,,,cocktail price downtrodden,1.0,cocktail beer qualiti,1
,,,,,,surpris see cocktail,1.0,perfect briney cocktail,1
,,,,,,love shrimp cocktail,1.0,briney cocktail sauc,1
,,,,,,good start cocktail,1.0,fantast cocktail rum,1
,,,,,,start cocktail nice,1.0,cocktail rum this,1
,,,,,,cocktail nice salad,1.0,special prepar cocktail,1
,,,,,,list uniqu cocktail,1.0,prepar cocktail everyth,1
