cocktail1,cocktail1freq,cocktail2,cocktail2freq,cocktail3,cocktail3freq,cocktail4,cocktail4freq,cocktail5,cocktail5freq
charg cocktail notaddi,1.0,notaddcocktail shop nice,1.0,weak cocktail updat,1.0,best cocktail martini,1.0,time this cocktail,1
cocktail notaddi notaddget,1.0,free cocktail want,1.0,cocktail updat star,1.0,cocktail martini could,1.0,cocktail loung serv,1
notaddth notaddfirst notaddcocktail,1.0,cocktail want call,1.0,great spot cocktail,1.0,appet well cocktail,1.0,serv real cocktail,1
notaddfirst notaddcocktail notaddb,1.0,packag come cocktail,1.0,spot cocktail invent,1.0,well cocktail drink,1.0,real cocktail would,1
notaddcocktail notaddb notaddtoo,1.0,come cocktail peach,1.0,cocktail invent delici,1.0,cocktail drink music,1.0,kind brought cocktail,1
downhil order notaddcocktail,1.0,cocktail peach shot,1.0,stand bad cocktail,1.0,got oz cocktail,1.0,brought cocktail tree,1
order notaddcocktail notaddbut,1.0,one celebratori cocktail,1.0,cocktail waitress far,1.0,oz cocktail tropic,1.0,cocktail tree bride,1
notaddcocktail notaddbut notadddid,1.0,celebratori cocktail cost,1.0,notaddth notaddoth notaddcocktail,1.0,cocktail tropic drink,1.0,contain differ cocktail,1
much shrimp cocktail,1.0,cocktail cost us,1.0,notaddoth notaddcocktail unfortun,1.0,cocktail waitress differ,1.0,differ cocktail got,1
shrimp cocktail lettuc,1.0,custom spend cocktail,1.0,notaddcocktail unfortun sweet,1.0,buy drink cocktail,1.0,cocktail got sooo,1
cocktail lettuc sent,1.0,spend cocktail less,1.0,like none cocktail,1.0,cocktail waitress rememb,1.0,notaddstrip love cocktail,1
us buffet cocktail,1.0,cocktail less minut,1.0,none cocktail drink,1.0,want util cocktail,1.0,love cocktail bartend,1
buffet cocktail room,1.0,woman order cocktail,1.0,cocktail drink serv,1.0,util cocktail waitress,1.0,cocktail bartend anthoni,1
cocktail room clean,1.0,order cocktail go,1.0,roll eight cocktail,1.0,cocktail waitress blow,1.0,drink brunch cocktail,1
lucki see cocktail,1.0,cocktail go bartend,1.0,eight cocktail serv,1.0,tahiti torch cocktail,1.0,brunch cocktail beer,1
see cocktail waitress,1.0,cup pour cocktail,1.0,cocktail serv two,1.0,torch cocktail waitress,1.0,cocktail beer best,1
cocktail waitress hour,1.0,pour cocktail hand,1.0,loud fun cocktail,1.0,muddl strawberri cocktail,1.0,entreè dessert cocktail,1
ruin experi cocktail,1.0,cocktail hand across,1.0,fun cocktail extrem,1.0,free special cocktail,1.0,dessert cocktail made,1
experi cocktail order,1.0,wine go cocktail,1.0,cocktail extrem wateri,1.0,special cocktail smoothi,1.0,cocktail made help,1
cocktail order ask,1.0,go cocktail instead,1.0,lap danc cocktail,1.0,cocktail smoothi littl,1.0,notaddplac amaz cocktail,1
restaur comp cocktail,1.0,cocktail instead sorri,1.0,danc cocktail waiter,1.0,least beer cocktail,1.0,cocktail amaz music,1
comp cocktail last,1.0,anchovi shrimp cocktail,1.0,cocktail waiter his,1.0,beer cocktail could,1.0,take get cocktail,1
cocktail last entre,1.0,cocktail sear scallop,1.0,tabl sweet cocktail,1.0,cocktail could order,1.0,get cocktail drink,1
still wait cocktail,1.0,order beer cocktail,1.0,sweet cocktail waitress,1.0,could order cocktail,1.0,oh yummi cocktail,1
wait cocktail order,1.0,beer cocktail serious,1.0,notaddlong get cocktail,1.0,order cocktail let,1.0,yummi cocktail samba,1
cocktail order time,1.0,cocktail serious karaok,1.0,get cocktail price,1.0,cocktail let know,1.0,pre show cocktail,1
time bartend cocktail,1.0,went two cocktail,1.0,cocktail price las,1.0,notadd half cocktail,1.0,show cocktail must,1
cocktail server system,1.0,cocktail experi get,1.0,notaddr notaddgood notaddcocktail,1.0,half cocktail settl,1.0,cocktail must love,1
notaddketchup ranch cocktail,1.0,delici cognac cocktail,1.0,notaddgood notaddcocktail cocktail,1.0,cocktail settl blind,1.0,select water cocktail,1
ranch cocktail sauc,1.0,cognac cocktail unhappi,1.0,notaddcocktail cocktail heart,1.0,pig cocktail like,1.0,water cocktail group,1
cocktail sauc refil,1.0,cocktail unhappi know,1.0,cocktail heart bar,1.0,cocktail like fancier,1.0,cocktail group chose,1
this food cocktail,1.0,go specialti cocktail,1.0,rang differ cocktail,1.0,cheap wine cocktail,1.0,coupl cocktail bottl,1
food cocktail great,1.0,specialti cocktail old,1.0,differ cocktail stay,1.0,cocktail overal happi,1.0,cocktail bottl sake,1
cocktail great price,1.0,next paper cocktail,1.0,classic nola cocktail,1.0,art great cocktail,1.0,coupl caipirinha cocktail,1
least offer cocktail,1.0,cocktail napkin wipe,1.0,nola cocktail vieux,1.0,great cocktail even,1.0,caipirinha cocktail yum,1
advertis craft cocktail,1.0,get drink cocktail,1.0,cocktail vieux carr,1.0,cocktail even greater,1.0,right top cocktail,1
craft cocktail prohibit,1.0,drink cocktail server,1.0,sip good cocktail,1.0,bikini serv cocktail,1.0,top cocktail menu,1
cocktail prohibit drink,1.0,cocktail server see,1.0,good cocktail play,1.0,serv cocktail bartend,1.0,atmospher crab cocktail,1
retro prohibit cocktail,1.0,seen movi cocktail,1.0,cocktail play poker,1.0,cocktail bartend pour,1.0,crab cocktail appet,1
prohibit cocktail sound,1.0,movi cocktail much,1.0,signatur hakkasan cocktail,1.0,shade bleu cocktail,1.0,cocktail appet special,1
cocktail sound appeal,1.0,cocktail much wors,1.0,hakkasan cocktail end,1.0,bleu cocktail fun,1.0,price cocktail reason,1
make classic cocktail,1.0,rendit movi cocktail,1.0,cocktail end delici,1.0,cocktail fun take,1.0,beer cider cocktail,1
classic cocktail sidecar,1.0,movi cocktail food,1.0,go hang cocktail,1.0,special specialti cocktail,1.0,cider cocktail scotch,1
cocktail sidecar greg,1.0,cocktail food alll,1.0,hang cocktail three,1.0,price cocktail hard,1.0,cocktail scotch whiskey,1
item lobster cocktail,1.0,hype drink cocktail,1.0,cocktail three much,1.0,cocktail hard find,1.0,crush excel cocktail,1
lobster cocktail awesom,1.0,drink cocktail order,1.0,fruiti island cocktail,1.0,appet definit cocktail,1.0,excel cocktail dinnrer,1
cocktail awesom small,1.0,cocktail order bloodi,1.0,island cocktail stick,1.0,definit cocktail haha,1.0,fri pickl cocktail,1
waiter forget cocktail,1.0,notadda notaddwin cocktail,1.0,cocktail stick basic,1.0,cocktail haha afternoon,1.0,pickl cocktail top,1
forget cocktail order,1.0,notaddwin cocktail notaddmenu,1.0,razz mojito cocktail,1.0,this refresh cocktail,1.0,vega sometim cocktail,1
cocktail order cancel,1.0,cocktail notaddmenu ask,1.0,mojito cocktail truffl,1.0,refresh cocktail tast,1.0,sometim cocktail good,1
mental refere cocktail,1.0,ask anoth cocktail,1.0,cocktail truffl em,1.0,cocktail tast long,1.0,cocktail good skip,1
refere cocktail waitress,1.0,anoth cocktail whatev,1.0,minut horribl cocktail,1.0,bite cocktail offer,1.0,met bar cocktail,1
least differ cocktail,1.0,cocktail whatev els,1.0,horribl cocktail took,1.0,cocktail offer breakfast,1.0,bar cocktail servic,1
differ cocktail girl,1.0,hefti price cocktail,1.0,cocktail took least,1.0,tri breakfast cocktail,1.0,cocktail servic fast,1
cocktail girl walk,1.0,price cocktail say,1.0,share specialti cocktail,1.0,breakfast cocktail ive,1.0,calient favorit cocktail,1
thumb ask cocktail,1.0,cocktail say rail,1.0,specialti cocktail notic,1.0,cocktail ive breakfast,1.0,favorit cocktail also,1
ask cocktail server,1.0,list enjoy cocktail,1.0,cocktail notic screen,1.0,notaddfood far cocktail,1.0,die shrimp cocktail,1
cocktail server hour,1.0,enjoy cocktail db,1.0,ginger smash cocktail,1.0,far cocktail go,1.0,palmer type cocktail,1
cute littl cocktail,1.0,cocktail db knee,1.0,smash cocktail realli,1.0,cocktail go great,1.0,type cocktail jasmin,1
littl cocktail waitress,1.0,fest zzzzzzz cocktail,1.0,cocktail realli like,1.0,snack nice cocktail,1.0,cocktail jasmin tea,1
cocktail waitress red,1.0,zzzzzzz cocktail waitress,1.0,everyth els cocktail,1.0,nice cocktail nob,1.0,skewer this cocktail,1
notaddb notaddor notaddcocktail,1.0,cocktail waitress much,1.0,els cocktail item,1.0,cocktail nob hill,1.0,this cocktail pack,1
notaddor notaddcocktail server,1.0,room use cocktail,1.0,cocktail item memor,1.0,cocktail perfect bum,1.0,cocktail pack secret,1
notaddcocktail server took,1.0,use cocktail drink,1.0,menu specialti cocktail,1.0,head bar cocktail,1.0,calient tasti cocktail,1
ask would cocktail,1.0,cocktail drink water,1.0,cocktail order one,1.0,bar cocktail wait,1.0,tasti cocktail pack,1
would cocktail waitress,1.0,mari neither cocktail,1.0,specialti cocktail pretti,1.0,cocktail wait ing,1.0,like drink cocktail,1
staff one cocktail,1.0,neither cocktail menu,1.0,czar cocktail this,1.0,salti shrimp cocktail,1.0,drink cocktail want,1
one cocktail waitre,1.0,cocktail menu biggest,1.0,cocktail this make,1.0,cocktail also wonder,1.0,cocktail want third,1
cocktail waitre duti,1.0,came tini cocktail,1.0,wast time cocktail,1.0,horseradish lemon cocktail,1.0,bushido drink cocktail,1
shrimp cocktail santa,1.0,tini cocktail one,1.0,time cocktail beer,1.0,lemon cocktail remoulad,1.0,drink cocktail has,1
cocktail santa fe,1.0,cocktail one cubano,1.0,cocktail beer flight,1.0,cocktail remoulad sauc,1.0,cocktail has daikon,1
comp pretti cocktail,1.0,beer wine cocktail,1.0,good cocktail staff,1.0,shrimp cocktail french,1.0,great cocktail wide,1
pretti cocktail waitress,1.0,cocktail list howev,1.0,cocktail staff friend,1.0,cocktail french dip,1.0,cocktail wide varieti,1
tom cruis cocktail,1.0,pre made cocktail,1.0,grab quick cocktail,1.0,fashion cocktail pretti,1.0,samurai cocktail went,1
cruis cocktail seen,1.0,made cocktail machin,1.0,quick cocktail peopl,1.0,plate specialti cocktail,1.0,cocktail went like,1
cocktail seen notadda,1.0,cocktail machin waitress,1.0,arriv bar cocktail,1.0,cocktail list okay,1.0,fruit mojito cocktail,1
cocktail waitress tri,1.0,parti order cocktail,1.0,bar cocktail glass,1.0,beer special cocktail,1.0,mojito cocktail everi,1
coupl rum cocktail,1.0,cocktail got cocktail,1.0,cocktail glass dirti,1.0,special cocktail ugh,1.0,cocktail everi come,1
rum cocktail play,1.0,got cocktail normal,1.0,enjoy bj cocktail,1.0,cocktail ugh screw,1.0,has wine cocktail,1
cocktail play notaddth,1.0,cocktail normal amount,1.0,bj cocktail loung,1.0,reuben overpr cocktail,1.0,cocktail appet list,1
poor rest cocktail,1.0,notaddlong notaddthan notaddcocktail,1.0,cocktail loung south,1.0,overpr cocktail locat,1.0,lol coupl cocktail,1
rest cocktail seper,1.0,notaddthan notaddcocktail notaddto,1.0,nice room cocktail,1.0,cocktail locat key,1.0,coupl cocktail servic,1
cocktail seper glass,1.0,notaddcocktail notaddto notaddcom,1.0,room cocktail waitress,1.0,probabl like cocktail,1.0,cocktail servic also,1
need refil cocktail,1.0,cost specialti cocktail,1.0,cocktail waitress casino,1.0,like cocktail small,1.0,disappoint food cocktail,1
refil cocktail awhil,1.0,specialti cocktail bill,1.0,tight one notaddcocktail,1.0,cocktail small bottl,1.0,share nice cocktail,1
cocktail awhil happen,1.0,cocktail bill come,1.0,one notaddcocktail notaddserv,1.0,tabl relax cocktail,1.0,nice cocktail even,1
bead free cocktail,1.0,pricey mediocr cocktail,1.0,notaddcocktail notaddserv notaddwalk,1.0,relax cocktail popcorn,1.0,cocktail even cappuccino,1
free cocktail casino,1.0,mediocr cocktail ahi,1.0,order beer cocktail,1.0,cocktail popcorn cocktail,1.0,notaddcocktail notaddar notaddabsolut,1
cocktail casino ever,1.0,concert start cocktail,1.0,beer cocktail know,1.0,popcorn cocktail pop,1.0,complimentari well cocktail,1
room pregam cocktail,1.0,start cocktail choos,1.0,cocktail know notaddhow,1.0,cocktail pop made,1.0,well cocktail no,1
pregam cocktail appetit,1.0,cocktail choos champagn,1.0,notaddmak notaddth notaddcocktail,1.0,deliv tequila cocktail,1.0,cocktail no purchas,1
cocktail appetit swore,1.0,thought would cocktail,1.0,notaddcocktail notaddlist notaddon,1.0,tequila cocktail champagn,1.0,get stuf cocktail,1
greater two cocktail,1.0,would cocktail hit,1.0,dinner even cocktail,1.0,cocktail champagn one,1.0,stuf cocktail list,1
two cocktail ambianc,1.0,cocktail hit machin,1.0,even cocktail refus,1.0,minut get cocktail,1.0,peopl kyrra cocktail,1
cocktail ambianc bar,1.0,said pleas cocktail,1.0,cocktail refus pay,1.0,get cocktail four,1.0,kyrra cocktail server,1
notaddour notadddrink cocktail,1.0,pleas cocktail casino,1.0,pay nyc cocktail,1.0,cocktail four coupl,1.0,crush great cocktail,1
notadddrink cocktail waitress,1.0,cocktail casino peopl,1.0,nyc cocktail food,1.0,appet premium cocktail,1.0,great cocktail waitstaff,1
shrimp cocktail water,1.0,slim select cocktail,1.0,cocktail food good,1.0,premium cocktail distinct,1.0,cocktail waitstaff attent,1
cocktail water flavor,1.0,select cocktail ca,1.0,weak pour cocktail,1.0,cocktail distinct wine,1.0,red maiden cocktail,1
half empti cocktail,1.0,cocktail ca take,1.0,pour cocktail danc,1.0,notaddof notadda notaddcocktail,1.0,maiden cocktail menu,1
empti cocktail glass,1.0,promis mignonett cocktail,1.0,cocktail danc floor,1.0,notaddcocktail notaddand notaddgood,1.0,cocktail menu delish,1
cocktail glass sat,1.0,mignonett cocktail sauc,1.0,nuanc intric cocktail,1.0,need suggest cocktail,1.0,nice focus cocktail,1
notaddspoil notaddshrimp notaddcocktail,1.0,diablo paloma cocktail,1.0,intric cocktail pour,1.0,suggest cocktail would,1.0,focus cocktail made,1
notaddshrimp notaddcocktail told,1.0,paloma cocktail tequila,1.0,cocktail pour memori,1.0,cocktail would want,1.0,cocktail made focus,1
notaddcocktail told waitress,1.0,cocktail tequila base,1.0,staff enchant cocktail,1.0,want drink cocktail,1.0,tast amaz cocktail,1
told waitress cocktail,1.0,taken prompt cocktail,1.0,enchant cocktail stop,1.0,cocktail waitress hit,1.0,amaz cocktail first,1
waitress cocktail spoil,1.0,prompt cocktail tabl,1.0,cocktail stop short,1.0,mad mule cocktail,1.0,cocktail first drink,1
cocktail spoil repli,1.0,cocktail tabl good,1.0,non tiki cocktail,1.0,mule cocktail food,1.0,educ fabul cocktail,1
also order cocktail,1.0,premium tequila cocktail,1.0,tiki cocktail tiki,1.0,cocktail food pretti,1.0,fabul cocktail amaz,1
order cocktail time,1.0,tequila cocktail bit,1.0,cocktail tiki bar,1.0,drunki munchi cocktail,1.0,cocktail amaz restaur,1
cocktail time got,1.0,cocktail bit steep,1.0,stay coupl cocktail,1.0,munchi cocktail waitress,1.0,notaddservic notaddfrom notaddcocktail,1
coupon inconveni cocktail,1.0,game beer cocktail,1.0,coupl cocktail one,1.0,list margarita cocktail,1.0,notaddfrom notaddcocktail notaddserv,1
inconveni cocktail futur,1.0,beer cocktail though,1.0,cocktail one super,1.0,margarita cocktail well,1.0,notaddcocktail notaddserv notaddor,1
cocktail futur stay,1.0,alreadi put cocktail,1.0,combin shrimp cocktail,1.0,cocktail well wine,1.0,woodford lavend cocktail,1
free coupon cocktail,1.0,put cocktail napkin,1.0,shrimp cocktail clam,1.0,cocktail special wednesday,1.0,lavend cocktail thank,1
coupon cocktail disclaim,1.0,cocktail napkin front,1.0,cocktail clam oyster,1.0,cours need cocktail,1.0,cocktail thank vanessa,1
cocktail disclaim say,1.0,vega order cocktail,1.0,qualiti shrimp cocktail,1.0,need cocktail snack,1.0,influenc fun cocktail,1
dollar bad cocktail,1.0,order cocktail none,1.0,cocktail sauc contain,1.0,tv sip cocktail,1.0,fun cocktail sake,1
bad cocktail dollar,1.0,cocktail none exceed,1.0,hour cocktail come,1.0,sip cocktail bar,1.0,cocktail sake menu,1
cocktail dollar stuck,1.0,mitten drink cocktail,1.0,cocktail come girl,1.0,coffe smoothi cocktail,1.0,order sake cocktail,1
annoy look cocktail,1.0,drink cocktail like,1.0,first bellagio cocktail,1.0,smoothi cocktail blind,1.0,sake cocktail mayb,1
look cocktail waitress,1.0,cocktail like miso,1.0,bellagio cocktail awesom,1.0,cocktail blind pig,1.0,cocktail mayb this,1
cocktail waitress balanc,1.0,get sunburn cocktail,1.0,cocktail awesom happi,1.0,absolut get cocktail,1.0,amaz cocktail live,1
notaddord order cocktail,1.0,sunburn cocktail waitress,1.0,either bartend cocktail,1.0,get cocktail enjoy,1.0,cours fanci cocktail,1
order cocktail blackberri,1.0,cocktail waitress run,1.0,cocktail waitress almost,1.0,craft cocktail pay,1.0,calient cocktail menu,1
cocktail blackberri basil,1.0,notadda notadddec notaddcocktail,1.0,hrs prior cocktail,1.0,cocktail pay premium,1.0,cocktail menu oh,1
one waiter cocktail,1.0,notadddec notaddcocktail sound,1.0,prior cocktail bit,1.0,probabl best cocktail,1.0,food amaaaaaaz cocktail,1
waiter cocktail recept,1.0,notaddcocktail sound like,1.0,cocktail bit far,1.0,best cocktail bar,1.0,amaaaaaaz cocktail full,1
cocktail recept peopl,1.0,peopl like cocktail,1.0,special cocktail tall,1.0,cocktail bar found,1.0,best cocktail day,1
five worst cocktail,1.0,like cocktail showmanship,1.0,cocktail tall boy,1.0,everyon origin cocktail,1.0,cocktail day stay,1
worst cocktail time,1.0,cocktail showmanship notaddth,1.0,wine friend cocktail,1.0,origin cocktail fun,1.0,place cocktail top,1
cocktail time waitress,1.0,girlfriend round cocktail,1.0,cocktail waitress hous,1.0,cocktail fun read,1.0,person oh cocktail,1
sinc tini cocktail,1.0,round cocktail memor,1.0,profession dealer cocktail,1.0,excel cocktail bar,1.0,oh cocktail made,1
tini cocktail shrimp,1.0,cocktail memor this,1.0,dealer cocktail waitress,1.0,cocktail bar dim,1.0,cocktail made exact,1
cocktail shrimp use,1.0,tender make cocktail,1.0,cocktail waitress among,1.0,dinner cocktail love,1.0,dish chain cocktail,1
use entré cocktail,1.0,make cocktail without,1.0,see notaddtheir notaddcocktail,1.0,cocktail love across,1.0,chain cocktail pricey,1
entré cocktail servic,1.0,cocktail without much,1.0,notaddtheir notaddcocktail notaddmenu,1.0,notadd mixolog cocktail,1.0,cocktail pricey got,1
cocktail servic good,1.0,time salt cocktail,1.0,notaddcocktail notaddmenu notaddon,1.0,mixolog cocktail bar,1.0,bite cocktail past,1
minut one cocktail,1.0,salt cocktail good,1.0,insan beauti cocktail,1.0,cocktail bar nice,1.0,cocktail past two,1
notadd notadddollar notaddcocktail,1.0,cocktail good this,1.0,beauti cocktail server,1.0,laundri room cocktail,1.0,two year cocktail,1
notadddollar notaddcocktail spoke,1.0,dri fresh cocktail,1.0,cocktail server alway,1.0,room cocktail menu,1.0,year cocktail vega,1
notaddcocktail spoke bartend,1.0,fresh cocktail salad,1.0,czar cocktail amaz,1.0,cocktail menu believ,1.0,cocktail vega found,1
long cours cocktail,1.0,cocktail salad ok,1.0,cocktail amaz farm,1.0,afternoon cocktail shop,1.0,live hope cocktail,1
cours cocktail love,1.0,canfind notadda notaddcocktail,1.0,chees deliv cocktail,1.0,cocktail shop surround,1.0,hope cocktail realli,1
cocktail love mayb,1.0,notaddcocktail notaddwaitress notaddfor,1.0,deliv cocktail someth,1.0,cocktail delici realli,1.0,decor modern cocktail,1
friend paid cocktail,1.0,could one cocktail,1.0,cocktail someth could,1.0,enjoy breez cocktail,1.0,modern cocktail hand,1
paid cocktail dinner,1.0,cocktail waitress could,1.0,innov great cocktail,1.0,breez cocktail good,1.0,uniqu amaz cocktail,1
cocktail dinner overal,1.0,like one cocktail,1.0,cocktail menu make,1.0,cocktail good altern,1.0,cocktail ever anywher,1
yelp special cocktail,1.0,cocktail waitress made,1.0,menu decent cocktail,1.0,coupl quick cocktail,1.0,nazcal winter cocktail,1
special cocktail bar,1.0,aloud anoth cocktail,1.0,decent cocktail wine,1.0,quick cocktail peep,1.0,winter cocktail wow,1
cocktail bar vega,1.0,anoth cocktail waitress,1.0,cocktail wine includ,1.0,cocktail peep place,1.0,cocktail wow awesom,1
tablesid craft cocktail,1.0,cocktail waitress ca,1.0,gross manhattan cocktail,1.0,excel shrimp cocktail,1.0,wine cocktail mani,1
craft cocktail could,1.0,denim short cocktail,1.0,cocktail husband love,1.0,shrimp cocktail cross,1.0,server surpris cocktail,1
cocktail could notaddmad,1.0,short cocktail parti,1.0,cocktail fab realli,1.0,cocktail cross ruth,1.0,surpris cocktail practic,1
notaddord notaddanoth notaddcocktail,1.0,cocktail parti attir,1.0,complimentari premium cocktail,1.0,almost everyth cocktail,1.0,cocktail practic read,1
notaddanoth notaddcocktail notaddcal,1.0,notaddoff notadda notaddcocktail,1.0,premium cocktail clean,1.0,everyth cocktail bear,1.0,read mind cocktail,1
notaddcocktail notaddcal notaddth,1.0,notadda notaddcocktail hostess,1.0,cocktail clean bathroom,1.0,cocktail bear food,1.0,mind cocktail generous,1
cocktail menu want,1.0,notaddcocktail hostess wish,1.0,encount except cocktail,1.0,drink heard cocktail,1.0,cocktail generous quench,1
bill charg cocktail,1.0,person parti cocktail,1.0,except cocktail server,1.0,heard cocktail good,1.0,two sake cocktail,1
charg cocktail bartend,1.0,parti cocktail patio,1.0,cocktail server friend,1.0,cocktail program ok,1.0,sake cocktail awesom,1
cocktail bartend server,1.0,cocktail patio understand,1.0,hipster femal cocktail,1.0,uniqu beer cocktail,1.0,cocktail awesom rare,1
happi choic cocktail,1.0,food cocktail tip,1.0,femal cocktail waitress,1.0,beer cocktail amaz,1.0,sampl enjoy cocktail,1
choic cocktail menu,1.0,cocktail tip server,1.0,cocktail waitress present,1.0,cocktail amaz food,1.0,enjoy cocktail saki,1
cocktail menu would,1.0,cocktail appet dinner,1.0,ladi night cocktail,1.0,specialti cocktail wife,1.0,cocktail saki love,1
extra seat cocktail,1.0,cabbag shrimp cocktail,1.0,cocktail waitress part,1.0,cocktail wife bacon,1.0,nina fresh cocktail,1
seat cocktail tabl,1.0,shrimp cocktail worth,1.0,special cocktail culinari,1.0,would say cocktail,1.0,fresh cocktail wagyu,1
cocktail tabl go,1.0,start sunday cocktail,1.0,cocktail culinari dropout,1.0,say cocktail good,1.0,cocktail wagyu gyoza,1
tabl go cocktail,1.0,sunday cocktail appet,1.0,expens either cocktail,1.0,cocktail good thing,1.0,chees enjoy cocktail,1
go cocktail servic,1.0,cocktail appet crawl,1.0,either cocktail get,1.0,cocktail head busi,1.0,cocktail waitress wonder,1
cocktail servic tap,1.0,order multipl cocktail,1.0,cocktail get tabl,1.0,area music cocktail,1.0,kind craft cocktail,1
gorgeous room cocktail,1.0,multipl cocktail dish,1.0,ate entre cocktail,1.0,music cocktail everyth,1.0,craft cocktail may,1
room cocktail order,1.0,cocktail dish tabl,1.0,notaddtheir notaddcocktail stuck,1.0,cocktail everyth clean,1.0,cocktail may look,1
correct temp cocktail,1.0,like multipl cocktail,1.0,notaddcocktail stuck simpl,1.0,end cocktail view,1.0,sweet delici cocktail,1
temp cocktail notaddtast,1.0,multipl cocktail order,1.0,order cocktail quit,1.0,cocktail view worth,1.0,delici cocktail go,1
cocktail notaddtast notaddlik,1.0,cocktail order front,1.0,cocktail quit easili,1.0,need sever cocktail,1.0,cocktail go heaven,1
half hour cocktail,1.0,took shrimp cocktail,1.0,get one cocktail,1.0,sever cocktail thank,1.0,apart food cocktail,1
notadd manhattan cocktail,1.0,shrimp cocktail amaz,1.0,one cocktail coupon,1.0,cocktail thank trooper,1.0,food cocktail sake,1
manhattan cocktail bad,1.0,cocktail amaz usual,1.0,cocktail coupon win,1.0,along signatur cocktail,1.0,cocktail sake amaz,1
cocktail bad sign,1.0,anyth yet cocktail,1.0,run around cocktail,1.0,signatur cocktail oh,1.0,char tomato cocktail,1
night got cocktail,1.0,yet cocktail arriv,1.0,around cocktail champagn,1.0,cocktail oh mention,1.0,tomato cocktail sauc,1
got cocktail voucher,1.0,cocktail arriv unev,1.0,cocktail champagn cocktail,1.0,buy two cocktail,1.0,deal explor cocktail,1
cocktail voucher redeem,1.0,huge portion cocktail,1.0,champagn cocktail pretti,1.0,two cocktail paid,1.0,drink includ cocktail,1
get cocktail took,1.0,portion cocktail list,1.0,oyster horseradish cocktail,1.0,cocktail paid like,1.0,includ cocktail wine,1
cocktail took forev,1.0,cocktail list noth,1.0,absolut awesom cocktail,1.0,bar bring cocktail,1.0,cocktail wine went,1
elimin spin cocktail,1.0,tab bartend cocktail,1.0,awesom cocktail delici,1.0,bring cocktail full,1.0,style best cocktail,1
spin cocktail glass,1.0,cocktail waitress took,1.0,cocktail delici market,1.0,cocktail good stomach,1.0,cocktail ever feel,1
cocktail glass imagin,1.0,order cocktail get,1.0,beauti word cocktail,1.0,di tigr cocktail,1.0,friend sake cocktail,1
reason get cocktail,1.0,cocktail get bill,1.0,word cocktail wairess,1.0,tigr cocktail made,1.0,sake cocktail good,1
get cocktail notaddbig,1.0,restaur spill cocktail,1.0,cocktail wairess mean,1.0,cocktail made coconut,1.0,fun enjoy cocktail,1
cocktail notaddbig notadddrink,1.0,spill cocktail tabl,1.0,tabasco mignonett cocktail,1.0,sure notaddabout notaddcocktail,1.0,cocktail appet well,1
notaddwat notaddor notaddcocktail,1.0,cocktail tabl drop,1.0,cocktail sauc this,1.0,notaddabout notaddcocktail free,1.0,cucumb cocktail martini,1
notaddor notaddcocktail notadd,1.0,kind champagn cocktail,1.0,hootchi momma cocktail,1.0,notaddcocktail free smoothi,1.0,cocktail martini perfect,1
notaddcocktail notadd order,1.0,champagn cocktail liter,1.0,momma cocktail waitress,1.0,enjoy dinner cocktail,1.0,cucumb cocktail delici,1
notaddw notadda notaddcocktail,1.0,cocktail liter tini,1.0,cocktail waitress got,1.0,dinner cocktail know,1.0,cocktail delici due,1
notadda notaddcocktail final,1.0,ad top cocktail,1.0,vodka cranberri cocktail,1.0,cocktail know notaddhow,1.0,great cocktail varieti,1
notaddcocktail final got,1.0,top cocktail even,1.0,cranberri cocktail },1.0,smoothi signatur cocktail,1.0,cocktail varieti option,1
cake shrimp cocktail,1.0,cocktail even great,1.0,cocktail } see,1.0,signatur cocktail recal,1.0,pisco sour cocktail,1
shrimp cocktail dri,1.0,qualiti champagn cocktail,1.0,sweet escap cocktail,1.0,cocktail recal correct,1.0,sour cocktail chicha,1
cocktail dri shrimp,1.0,champagn cocktail elsewher,1.0,escap cocktail decid,1.0,signatur drink cocktail,1.0,cocktail chicha sour,1
food cocktail come,1.0,cocktail elsewher half,1.0,cocktail decid tri,1.0,cocktail delici bartend,1.0,chicha sour cocktail,1
cocktail come kitchen,1.0,silent alarm cocktail,1.0,signatur saki cocktail,1.0,saturday night cocktail,1.0,sour cocktail samba,1
one free cocktail,1.0,alarm cocktail mezcal,1.0,saki cocktail wine,1.0,glasswar chic cocktail,1.0,samba juic cocktail,1
free cocktail way,1.0,cocktail mezcal care,1.0,cocktail wine glass,1.0,chic cocktail list,1.0,juic cocktail general,1
cocktail way get,1.0,mojito start cocktail,1.0,notaddabout notaddth notaddcocktail,1.0,cocktail list immens,1.0,cocktail general manag,1
andrea sit cocktail,1.0,start cocktail think,1.0,notaddth notaddcocktail notaddi,1.0,care curat cocktail,1.0,great cocktail mushroom,1
sit cocktail loung,1.0,cocktail think word,1.0,notaddcocktail notaddi notaddtri,1.0,curat cocktail menu,1.0,cocktail mushroom toban,1
cocktail loung make,1.0,think word cocktail,1.0,mention review cocktail,1.0,cocktail menu hous,1.0,creator modern cocktail,1
champagn base cocktail,1.0,word cocktail stretch,1.0,review cocktail also,1.0,book fill cocktail,1.0,modern cocktail classic,1
base cocktail high,1.0,cocktail stretch bit,1.0,cocktail also decent,1.0,fill cocktail cocktail,1.0,cocktail classic penicillin,1
cocktail high recommend,1.0,quit small cocktail,1.0,order drink cocktail,1.0,cocktail cocktail lover,1.0,help see cocktail,1
